source,cos_sim,target,level
Стал он кликать золотую рыбку. ,0.1690307649204977,Третий раз бросил старик сеть в море и вытащил одну золотую рыбку. ,"A2, B1"
"Воротился старик ко старухе, У старухи новое корыто. ",0.24576863457710532,"Старик поклонился рыбке и ответил, что его старуха хочет новое корыто. ","A2, B1"
"Осердилася пуще старуха, По щеке ударила мужа. ",0.27164075090425616,"Но старуха ещё больше рассердилась, ударила мужа и приказала идти к морю. ","A2, B1"
Старик и спрашивает:,0.6078472301743779,— спрашивает старик,B1
"Приплыла к нему рыбка, спросила: «Чего тебе надобно, старче?» ",0.4982130153585383,"Приплыла к нему рыбка, спросила, чего он хочет. ","A2, B1"
И тут же дал сыновьям новый приказ:,0.7007270325325828,И тут же дал сыновьям новое задание:,"A2, B1"
Вышла тут к нему Василиса Премудрая и говорит:,0.5141157107719014,Вышла из дворца Василиса Премудрая. ,"A2, B1"
"— сказал он. — Садись на меня, на серого волка, а королевна Елена Прекрасная пусть едет на коне златогривом.",0.16911610718838668,"Решили они убить брата, а Елене Прекрасной приказали никому ничего не рассказывать.","B1, B2"
Пошел старик к синему морю; (Не спокойно синее море.) ,0.24295251090622205,Третий раз пошёл старик к синему морю. ,"A2, B1"
"— Ну, хочешь, попросим большое-пребольшое стадо коров и овец?",0.394794258130723,"— Хочешь, попросим много коров и овец? ",B1
"Подумал-подумал Иван-царевич, взял лягушку-квакушку, завернул ее в платочек и принес в свое царство-государство.",0.5734130959835314,"Подумал-подумал Иван-царевич, взял лягушку и принес домой. ","A2, B1"
«Убью этого зайца! ,1.0000000000000002,«Убью этого зайца! ,"A2, B1"
"— отвечает Иван-царевич. — Приказал мой батюшка, чтобы ты сама испекла к утру каравай хлеба…",0.1610264443720364,Испекла она хлеб мягкий и очень красивый.,"A2, B1"
А мужик шубу понашивал да барина похваливал.,0.31312799940786745,А мужик шубу носил и барина хвалил.  ,B1
"Уложила его квакушка спать, а сама сбросила с себя лягушечью кожу, обернулась красной девицей Василисой Премудрой и стала ковер ткать. ",0.40060790141015995,"Лёг царевич спать, а лягушка вдруг стала красивой девушкой Василисой Премудрой. ","A2, B1"
"Идет она дальше, как скачет другой всадник: сам красный, одет в красном и на красном коне, — стало всходить солнце. ",0.32475023044203405,Пошла она дальше и встретила красного всадника. ,"A2, B1"
"— Ах, песенка хороша, да слышу я плохо. ",0.4695338982955191,"А Лиса говорит: — Ах, песенка хорошая, но я плохо слышу. ",A1
"Приплыла к нему рыбка, спросила: «Чего тебе надобно, старче?» ",0.4982130153585383,"Приплыла к нему рыбка, спросила, чего он хочет. ","A2, B1"
Ведь это с вами наш брат Емельян Иванович!» ,0.1749209630241229,Простили царя Емельян с царевной и жили все долго и счастливо.,"B1, B2"
"Уложила его квакушка спать, а сама сбросила с себя лягушечью кожу, обернулась красной девицей Василисой Премудрой и стала ковер ткать. ",0.3528695020938097,"Лёг спать Иван, а лягушка снова превратилась в Василису Премудрую и стала ковёр ткать.","A2, B1"
"— Поди-ка, старуха, по коробу поскреби, по сусеку помети, не наскребешь ли муки на колобок.",0.1584376930607962,"— Испеки, бабка, колобок.— У нас муки нет. — А ты иди поищи.",A1
Пошли плясать жены старших царевичей. ,0.6925362726655379,Пошли танцевать жены старших царевичей. ,"A2, B1"
Жили-были в старой избушке старик со своей старухой. ,0.6146304880925739,Жили-были старик со старухой. ,B1
Барин надел кафтан и поехал. ,0.4113277118520938,"Барин  дал мужику пять рублей, потом надел его кафтан и поехал дальше. ",B1
Как взмолится золотая рыбка! ,0.14221158107783163,Обещала золотая рыбка исполнить желание старухи. ,"A2, B1"
"Я от бабушки ушел,",0.09279966568858251,Однажды дед сказал бабке:,A1
"Когда обвенчались, то Емеля не стал делать в царском дворце пир, а пригласил всех в свой дворец на острове. ",0.24365660709590814,Стали Емеля с царевной жить в этом дворце. ,"B1, B2"
"Потом закивала головкой, зашевелила ручками, ножками, стряхнула с себя снег — и вышла из сугроба живая девочка. ",0.3906594967130237,Вышла из снега живая девочка. ,"A1, A2"
"— Знаю, знаю! ",1.0,"— Знаю, знаю! ","A2, B1"
"— Ах, Иван-царевич, что же ты наделал! ",0.8686620699688977,"— Ах, Иван-царевич, что же ты сделал! ","A2, B1"
Вдруг бежит навстречу ему косой заяц.,0.64334307626415,Вдруг бежит заяц.,"A2, B1"
"Вот пошел он к синему морю, (Помутилося синее море.) ",0.36089971483721833,Вот пошёл старик к синему морю. ,"A2, B1"
"Долго у моря ждал он ответа, Не дождался, к старухе воротился — Глядь: опять перед ним землянка; На пороге сидит его старуха, А пред нею разбитое корыто.",0.20052431358149736,"Долго старик  ждал ответа около моря, но не вернулась золотая рыбка, не дала ему ответа. ","A2, B1"
Не надо!,0.4832895994719204,Больше нам не надо!,B1
"Воротился старик ко старухе, У старухи новое корыто. ",0.22709814655586952,"Поклонился старик рыбке и сказал, что мало старухе нового корыта, просит теперь она новую избу. ","A2, B1"
"— Я хочу спросить тебя, бабушка, только о том, что видела: когда я шла к тебе, меня обогнал всадник на белом коне, сам белый и в белой одежде: кто он такой?",0.18471706253225864,Шла она шла и вдруг встретила белого всадника. ,"A2, B1"
Рассказал и Иван-царевич. ,0.5149180515750559,"Старшие братья рассказали отцу о своих невестах, рассказал и Иван-царевич. ","A2, B1"
"Вот идет он к синему морю, Видит, на море черная буря: Так и вздулись сердитые волны, Так и ходят, так воем и воют. ",0.25623362068934524,"Видит, что на море сильная буря. ","A2, B1"
"Выронила утка яйцо, и упало то яйцо в синее море…",0.27568488988591067,Приплыла щука и принесла яйцо.,"A2, B1"
Пот с него градом. ,0.256888576229078,Пот градом с мужика.  ,B1
"— отвечает Иван-царевич. — Приказал мой батюшка, чтобы ты сама испекла к утру каравай хлеба…",0.2268008123231437,"На следующий день сказал царь, чтобы жёны испекли хлеб.","A2, B1"
и бери ты коня златогривого. ,0.505806868678996,Пришло время отдавать коня златогривого. ,"B1, B2"
А мужик шубу понашивал да барина похваливал.,0.1821464649544156,— спрашивает барин,B1
Стал он кликать золотую рыбку. ,0.215880518882282,"Вернулся старик к старухе и рассказал ей, что поймал он золотую рыбку, которая говорила человеческим голосом. ","A2, B1"
Будет время — я тебе пригожусь.,0.6182163363987178,Я тебе пригожусь.,"A2, B1"
"Думали, думали старик со старухой — ничего придумать не могут: всё, что нужно, у них есть, а чего нет, то они своими трудами всегда заработать могут. ",0.6850489002377977,"Думали, думали старик со старухой — ничего придумать не могут: всё, что нужно, у них есть. ",B1
"Махнула левым рукавом — стало озеро, махнула правым — поплыли по озеру белые лебеди. ",0.9344958395376212,"Махнула левым рукавом — появилось озеро, махнула правым — поплыли по озеру белые лебеди. ","A2, B1"
"— Будь по-вашему, — Лесной Дед отвечает.",0.2823287200579775,Согласился Лесной Дед.,B1
"Старшие братья были женаты и занимались торговлей, а Емеля-дурак все лежал на печи, перегребал сажу и спал по несколько суток непробудным сном.",0.16804643890224133,"Старшие братья работали, а младший брат Емеля был глупый и очень ленивый. ","B1, B2"
"Натянул свой тугой лук, стал целиться, а заяц говорит ему человеческим голосом:",0.6011830065003418,А заяц говорит ему человеческим голосом:,"A2, B1"
Нам их и прятать негде. ,0.414133601751856,— отвечает старуха. — Нам негде их прятать. ,B1
"— Нет, — говорит он, — красавица моя! ",0.17667667789284922,Долго шла красавица по лесу и увидела чёрного всадника. ,"A2, B1"
"Царь Выслав Андронович весьма крушился о той яблоне, что жар-птица много яблок с нее сорвала; почему призвал к себе трех своих сыновей и сказал им:",0.22801188455915974,Послал царь сыновей за жар-птицей. ,"B1, B2"
"На пне лежит, а мне жарко».",0.44775950318976643,"Мой кафтан на пне лежит, а мне жарко! ",B1
"Воротился старик ко старухе, У старухи новое корыто. ",0.16839521218910156,"Рассердилась старуха на старика, начала ругать его, что не попросил он у золотой рыбки даже новое корыто. ","A2, B1"
"Волк вымолвил эти слова, разорвал коня Ивана-царевича надвое и пошел прочь в сторону.",0.15649047093867038,"Съел волк коня, а молодому царевичу решил помочь. ","B1, B2"
"Ничего не сказала рыбка, Лишь хвостом по воде плеснула И ушла в глубокое море. ",0.5344592638303372,Ничего не сказала золотая рыбка и ушла в глубокое море. ,"A2, B1"
"Если бы ты еще три дня подождал, я бы вечно твоею была. ",0.5527973871977778,"Если бы ты еще три дня подождал, я бы всегда твоей была, а теперь прощай, ищи меня у Кощея Бессмертного.","A2, B1"
"Отпустил он рыбку золотую И сказал ей ласковое слово: «Бог с тобою, золотая рыбка! ",0.25209583689180826,"Отпустил добрый старик золотую рыбку в море и сказал, что ничего ему не надо. ","A2, B1"
"— Не ешь меня, Заяц, я тебе песенку спою:",0.4802196508197389,"— Не ешь меня, Заяц, я тебе песенку спою: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От тебя, Заяц, тоже уйду!",A1
— сказала мачеха. ,0.12506436668512444,"Её мама умерла, поэтому она осталась с мачехой и её двумя дочерями.  ","A2, B1"
"— Да-да, а у меня гляди-ка, ручка у ножа треснула, едва держится",0.18515409215095935,"— А у меня, — говорит старик, — ручка ножа сломалась",B1
"— Сходи-ка ты в лес, старик, выруби деревце, сделаем новую прялку да ручку к ножу",0.4118838858989529,"Сделаем новую прялку и ручку для ножа,— сказала старуха",B1
"— Ну, старуха, чего мы у Лесного Деда просить будем? ",0.6972856602803547,"— Ну, старуха, что мы у Лесного Деда просить будем? ",B1
Колобок и запел:,0.2723345817584546,"Колобок запел: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От Зайца ушёл,  От Волка ушёл,  От Медведя ушёл,  От тебя, Лиса, тоже уйду!",A1
"Обрадовался царевич, разбил яйцо, достал иглу и отломил у нее кончик. ",0.48326957136344323,"Обрадовался царевич, разбил яйцо, достал иглу, сломал её, и Кощей Бессмертный сразу умер.","A2, B1"
— и съела.,0.47023965515889704,— и съела.,A1
Стал он кликать золотую рыбку. ,0.27594639894216855,Позвал старик золотую рыбку. ,"A2, B1"
"А в чистом поле стоит столб, а на столбу написаны эти слова: «Кто поедет от столба сего прямо, тот будет голоден и холоден; кто поедет в правую сторону, тот будет здрав и жив, а конь его будет мертв; а кто поедет в левую сторону, тот сам будет убит, а конь его жив и здрав останется».",0.5159628245733073,"Ехал Иван-царевич, ехал и увидел большой камень, на котором было написано: «Кто поедет прямо, тот будет голодным; кто поедет направо, тот будет живым и здоровым, но конь его будет мертв; а кто поедет налево, тот будет убит.» ","B1, B2"
"— Его смерть — на конце иглы, та игла — в яйце, то яйцо — в утке, та утка — в зайце, тот заяц — в кованом ларце, а тот ларец — на вершине старого дуба. ",0.8046999756869196,"И рассказала она Ивану-царевичу, что смерть Кощея — на конце иглы, та игла — в яйце, то яйцо — в утке, та утка — в зайце, тот заяц — в ларце, а ларец — на старом дубе.","A2, B1"
"Стали цветы собирать, венки плести, песни петь, хороводы водить. ",0.6662177341872626,"Стали цветы собирать, песни петь, танцевать. ","A1, A2"
"Иван-царевич подкрался к ней так искусно, что ухватил ее за хвост; однако не мог ее удержать: жар-птица вырвалась и полетела, и осталось у Ивана-царевича в руке только одно перо из хвоста, за которое он весьма крепко держался.",0.14064367817155218,Принёс царю только одно золотое перо. ,"B1, B2"
"Иван-царевич слез с серого волка, пошел в город и, пришедши во дворец, застал, что брат его Василий-царевич женится на прекрасной королевне Елене: воротился с нею от венца и сидит за столом.",0.3105199609552747,"А Иван-царевич женился на прекрасной королевне Елене, и стали они жить-поживать да добра наживать.","B1, B2"
Жили-были старик со старухой.,0.3599395948180358,Жили-были дедушка и бабушка. ,A1
— Вот этот хлеб только в большие праздники есть!,0.41127231139789105,А ковёр Ивана-царевича царь приказал использовать только в большие праздники.,"A2, B1"
Будет время — я тебе пригожусь.,0.6182163363987178,Я тебе пригожусь.,"A2, B1"
"Старик ловил неводом рыбу, Старуха пряла свою пряжу. ",0.5516878574324564,"Старик ловил рыбу, а старуха пряла пряжу. ","A2, B1"
"Так расстарался мужик, что ему стало жарко. ",0.6615417415312373,"Мужик так старался, что ему стало жарко. ",B1
"Иван-царевич подкрался к ней так искусно, что ухватил ее за хвост; однако не мог ее удержать: жар-птица вырвалась и полетела, и осталось у Ивана-царевича в руке только одно перо из хвоста, за которое он весьма крепко держался.",0.28173488407084246,"Прилетела жар-птица, схватил её Иван, но не удержал. ","B1, B2"
Жили-были старик со старухой. ,0.35086185847845747,Жили-были дед и баба. ,"A1, A2"
Младшего звали Иван-царевич. ,0.9711005378906787,Младшего звали Иван-царевич.,"A2, B1"
Вошел Иван-царевич в избушку и видит: лежит на печи баба-яга — костяная нога. ,0.2259839220732519,"Пришёл Иван в лес и увидел избушку, в которой жила Баба-Яга.","A2, B1"
Барин же заболел и все время ругал мужика. ,0.3565838079313518,Долго он потом ругал мужика. ,B1
"Уж не хочет быть она царицей, Хочет быть владычицей морскою; Чтобы жить ей в Окияне-море, Чтобы ты сама ей служила И была бы у ней на посылках». ",0.33098902043441086,"Говорит, что уже не хочет быть просто царицей, а хочет быть царицей морской, и чтобы золотая рыбка служила ей.  ","A2, B1"
"В некотором было царстве, в некотором государстве был-жил царь, по имени Выслав Андронович. ",0.13214018242619363,"Посмотрел царь на это перо и захотел, чтобы такая красивая птица жила в его царстве. ","B1, B2"
"У него было три сына-царевича: первый — Димитрий-царевич, другой — Василий-царевич, а третий — Иван-царевич.",0.8818538430268552,"У него было три сына-царевича: первый — Дмитрий-царевич, второй — Василий-царевич, а третий — Иван-царевич. ","B1, B2"
Ларец упал с вершины и разбился на мелкие кусочки.,0.5421659953058076,Ларец упал и разбился.,"A2, B1"
"Тогда он сказал: «По щучьему веленью, а по моему прошенью, я должен сделаться самым красивым молодцем!»",0.2675073470405419,Захотел он стать для своей любимой красивым молодцем. ,"B1, B2"
"Когда обвенчались, то Емеля не стал делать в царском дворце пир, а пригласил всех в свой дворец на острове. ",0.18640076243491457,"Однажды плыл на корабле по морю царь и увидел остров, а на острове дворец. ","B1, B2"
"Только подумал, а медведь тут как тут: прибежал и выворотил дуб с корнями. ",0.23809873086085845,Тут появился медведь и сломал дуб. ,"A2, B1"
А Иван-царевич говорит:,0.377221368933274,Пошёл Иван-царевич голодным дальше.,"A2, B1"
"— Не трогай, — говорит, — моих деревьев: ведь они все живые, тоже жить хотят. ",0.1393622369271609,— Не руби мои деревья! ,B1
"Старуха сидит под окошком, На чем свет стоит мужа ругает. ",0.36046940718393544,Сидит под окном старуха и старика ругает. ,"A2, B1"
Пошел Иван-царевич к царю на пир один.,0.6325832543455767,Пошёл Иван-царевич к царю на праздник один.,"A2, B1"
Будет время — я тебе пригожусь.,0.9999999999999996,Будет время — я тебе пригожусь.,"A2, B1"
"В некотором царстве, в некотором государстве жил-был царь, и было у него три сына. ",0.9999999999999999,"В некотором царстве, в некотором государстве жил-был царь, и было у него три сына. ","A2, B1"
"— Ах, Иван-царевич, — молвила щука, — сжалься надо мной, не ешь меня, брось лучше в синее море!",0.5922150958707828,"— Ах, Иван-царевич, — сказала щука, - брось меня в синее море! ","A2, B1"
"Василиса стала просить свою куколку, та и говорит:",0.32017092240566936,Пошла Василиса в лес и взяла с собой волшебную куколку. ,"A2, B1"
"Лучше попроси у меня, чего тебе надобно, — всё дам.",0.41510650653542575,"Лучше попроси у меня всё, что хочешь.",B1
"Как увидел старик, — испугался! ",0.2311165054252923,Испугался старик и попросил старуху отказаться от такого желания. ,"A2, B1"
Разыскал лягушечью кожу и спалил ее на огне. ,0.3227253727526103,"А Иван-царевич, пока все веселились, побежал домой, нашёл лягушачью кожу и бросил в огонь. ","A2, B1"
"Катится Колобок по дороге, навстречу ему Заяц:",0.9316286000045548,"Катится Колобок по дороге, навстречу ему Заяц:",A1
"Воротился старик ко старухе, У старухи новое корыто. ",0.2479730481848071,"Вернулся старик домой и увидел, что у старухи новое корыто. ","A2, B1"
"— Колобок, Колобок, спой мне песенку!",0.2993349580302021,"Я тебе песенку спою: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От Зайца ушёл,  От Волка ушёл,  От тебя, Медведь, тоже уйду!",A1
"В палатах видит свою старуху, За столом сидит она царицей, Служат ей бояре да дворяне, Наливают ей заморские вины; Заедает она пряником печатным; Вкруг ее стоит грозная стража, На плечах топорики держат. ",0.30472591045722325,"Служат ей бояре и дворяне, а вокруг неё стоит стража. ","A2, B1"
"Иван-царевич прочел эту надпись и поехал в правую сторону, держа на уме: хотя конь его и убит будет, зато сам жив останется и со временем может достать себе другого коня.",0.3592591046517778,Иван-царевич прочитал эту надпись и поехал направо.,"B1, B2"
Поблагодарил царь и отпустил старуху с подарками.,0.12117337283572996,Пошла старушка во дворец и подарила царю эти рубашки. ,"A2, B1"
Пусть они к утру испекут мне по караваю хлеба.,0.1623061677183985,- Пусть каждая жена соткёт мне ковёр.,"A2, B1"
"Старик ивовые прутья режет, корзинки плетёт, а старуха лён ткёт. ",0.17160874519769392,"Старик плёл корзины, а старуха пряла пряжу. ",B1
Только одной Снегурочке по-прежнему невесело. ,0.7602995012714476,Только одной Снегурочке невесело. ,"A1, A2"
"Вот пришли все три брата к царю, принесли каждый свой ковер. ",0.8219667789041444,"Утром пришли все три брата к царю, принесли каждый свой ковёр. ","A2, B1"
На другую ночь пошел в сад караулить жар-птицу Василий-царевич. ,0.2601917267903165,В первую ночь пошёл в сад старший сын и проспал всю ночь. ,"B1, B2"
"Накормила она Ивана-царевича, напоила, в бане выпарила, а царевич рассказал ей, что он ищет жену свою, Василису Премудрую",0.6220353580578817,"Иван-царевич рассказал, что ищет жену свою, Василису Премудрую","A2, B1"
"Он в другой раз закинул невод, Пришел невод с травой морскою. ",0.11412549151531233,"Второй раз бросил он сеть в море, но вытащил только траву морскую. ","A2, B1"
А мужик шубу понашивал да барина похваливал.,0.08573315724634027,Зовёт его и спрашивает:  ,B1
Как взмолится золотая рыбка! ,0.22649646927182399,"Пообещала золотая рыбка, что изба у них будет. ","A2, B1"
"Вот неделя, другая проходит, Еще пуще старуха вздурилась: Опять к рыбке старика посылает. ",0.26791982642126455,Опять посылает старуха старика к золотой рыбке. ,"A2, B1"
"Сама беленькая, точно снег, коса русая до пояса, только румянца нет вовсе. ",0.1923879046729996,"Стала быстро расти девочка: красивая, белая как снег, волосы длинные русые. ","A1, A2"
Пришел он домой невеселый. ,0.25415527273116306,"Пришёл Иван-царевич домой невесёлый, рассказал лягушке о задании царя, а она ему в ответ:","A2, B1"
Или услышал от отца своего слово недоброе?,0.17300322168723198,"Вдруг все услышали страшный шум и очень испугались, посмотрели в окна и увидели красивую золотую карету. ","A2, B1"
"— Не ешь меня, Серый Волк, я тебе песенку спою:",0.4254709153840066,"— Не ешь меня, Серый Волк, я тебе песенку спою: Я Колобок, Колобок, Я от дедушки ушёл, Я от бабушки ушёл, От Зайца ушёл,  От тебя, Волк, тоже уйду!",A1
"Все бы хорошо, да одно горе — детей у них не было. ",0.6193501174302504,"Жили они хорошо, дружно, но детей у них не было. ","A1, A2"
"Взяла старуха крылышко, по коробу поскребла, по сусеку помела и наскребла муки горсти две.",0.09510214833068478,Бабка поискала и нашла немного муки. ,A1
"Старичок отправился к морю, (Почернело синее море.) ",0.4235563691067049,"Видит, почернело синее море. ","A2, B1"
"Воротился старик ко старухе, Рассказал ей великое чудо. ",0.2931560952740627,Рассказал ей старик о желании старухи. ,"A2, B1"
"Подъехала карета к крыльцу, и вышла из нее Василиса Премудрая — сама как солнце ясное светится.",0.21542373153524136,"Прекрасная, как солнце! ","A2, B1"
"— Ступай к морю, говорят тебе честью, Не пойдешь, поведут поневоле».",0.12643756940371545,"Однажды пошёл старик к морю, бросил сеть, но ничего не поймал. ","A2, B1"
"На него прикрикнула старуха, На конюшне служить его послала.",0.4073381052167826,На него крикнула старуха и послала работать на конюшню. ,"A2, B1"
"Катится Колобок, навстречу ему Медведь:",0.8014206551825679,"Катится Колобок, навстречу ему Медведь: — Колобок, Колобок, я тебя съем! ",A1
"А старшие братья явились во дворец со своими женами, разодетыми, разубранными. ",0.38069801861432284,"Братья пришли со своими женами, одетыми в дорогую одежду. ","A2, B1"
"Стали гости есть, пить, веселиться.",0.7240529167850506,"Сели все гости за стол, стали есть, пить и веселиться. ","A2, B1"
Девушки работали. ,0.10544823178932466,"Так трудолюбивая, добрая девушка стала царицей.","A2, B1"
"И стали они жить дружно, в любви и согласии.",0.9470255722837223,"Стали они жить дружно, в любви и согласии.","A2, B1"
За весной лето пришло. ,0.34306477624014803,Пришла весна. ,"A1, A2"
"Вот сыграли три свадьбы, поженились царевичи: старший царевич — на боярышне, средний — на купеческой дочери, а Иван-царевич — на лягушке-квакушке.",0.37241831325549407,Вот сыграли три свадьбы.,"A2, B1"
"Я тебе со временем пригожусь, буду исполнять все твои приказания. ",0.2774944489309497,Щука за его доброту обещала исполнять все его желания. ,"B1, B2"
"Тогда мы всё, что нам нужно, сами себе заработаем",0.6575248222756855,"Тогда всё, что нам нужно, мы своим трудом заработаем.",B1
"Баба-яга все осмотрела, подосадовала, что не за что рассердиться, и сказала: — Ну, хорошо! ",0.14394845516672242,"Старушка посмотрела на эти рубашки и поняла, что их может носить только царь. ","A2, B1"
"Мне и на печи тепло, я вас всех и с печи вижу... ",0.236258486629374,Всё время лежал он на печи и спал. ,"B1, B2"
"Глядь — а у Снегурочки губы порозовели, глазки открылись; смотрит она на стариков и улыбается. ",0.5212010086748704,"Смотрят, у Снегурочки губы стали розовыми, глаза открылись. ","A1, A2"
"Ей с поклоном старик отвечает: «Смилуйся, государыня рыбка, Разбранила меня моя старуха, Не дает старику мне покою: Надобно ей новое корыто; Наше-то совсем раскололось». ",0.10561444487862913,"Говорит, что мало ей корыта, нужна ей новая изба. ","A2, B1"
"Старуха сидит под окошком, На чем свет стоит мужа ругает. ",0.1932443435836426,"Но недовольна старуха, ещё больше старика ругает. ","A2, B1"
"Отпустил он рыбку золотую И сказал ей ласковое слово: «Бог с тобою, золотая рыбка! ",0.1118228257858437,"Обещала рыбка старику исполнить любое его желание, если отпустит он её в море. ","A2, B1"
Серый волк вымолвил эти слова и побежал в сторону; а Иван-царевич заплакал горько по сером волке и поехал в путь свой с прекрасною королевною.,0.3071799646192937,"А когда Иван-царевич с настоящей королевной уехали, Серый волк стал опять волком и побежал за ними.","B1, B2"
"Захотел помочь ему — оживить, да не знал, как это сделать.",0.24095638589924837,"Понял Серый Волк, что беда случилась и прибежал, а как помочь — не знает. ","B1, B2"
"Положила каравай на золотое блюдо, проводила Ивана-царевича к отцу.",0.18394918795671117,"Утром проснулся Иван-царевич, взял хлеб и пошёл к отцу.","A2, B1"
"Подъехала карета к крыльцу, и вышла из нее Василиса Премудрая — сама как солнце ясное светится.",0.6198450266462073,"Подъехала карета, и вышла из нее Василиса Премудрая. ","A2, B1"
"Как увидел старик, — испугался! ",0.24261804064508682,"Испугался старик, поклонился старухе и спросил, довольна ли она теперь. ","A2, B1"
"Теперь поспешай как можно скорее в свое отечество; брат твой, Василий-царевич, женится сегодня на твоей невесте — прекрасной королевне Елене. ",0.23810664976179025,А там уже свадьба: женится старший брат Василий на Елене Прекрасной. ,"B1, B2"
"Долго у моря ждал он ответа, Не дождался, к старухе воротился — Глядь: опять перед ним землянка; На пороге сидит его старуха, А пред нею разбитое корыто.",0.3270188350480214,"Рядом сидит его старуха, а перед ней разбитое корыто. ","A2, B1"
"Колобок, Колобок, сядь ко мне на носок да спой еще разок, погромче.",0.5407217412497374,"Колобок, Колобок, сядь ко мне на нос и спой ещё раз. ",A1
"Кучер так гнал лошадей, что, когда приехали домой, все лошади сдохли. ",0.2178571474754814,"Мимо ехал барин на тройке лошадей, увидел мужика и остановился.    ",B1
"— Сходи-ка ты в лес, старик, выруби деревце, сделаем новую прялку да ручку к ножу",0.2612740263489344,"— Пойди в лес, сруби деревце. ",B1
Стал он кликать золотую рыбку. ,0.548769740289475,Стал он звать золотую рыбку. ,"A2, B1"
"Прицелился он, а медведь вдруг и говорит ему человеческим голосом:",0.5663778756006228,"Увидел он медведя, хотел убить, а медведь ему человеческим голосом говорит:","A2, B1"
И Емеля отпустил ее. ,0.24358734914008223,Пожалел Емеля рыбу и отпустил в реку. ,"B1, B2"
"Рассказала баба-яга Ивану-царевичу, как к тому дубу пробраться. ",0.20673366319666023,"На следующий день лягушка сказала Ивану-царевичу, чтобы он ехал на праздник один и ждал её там. ","A2, B1"
"— Не тужи, Иван-царевич! ",0.5387721001001298,"— Не грусти, Иван-царевич! ","A2, B1"
"Прицелился он, а медведь вдруг и говорит ему человеческим голосом:",0.3433559506643781,"Увидел Иван-царевич лягушку, хотел убежать, а лягушка говорит человеческим голосом:","A2, B1"
Стал он кликать золотую рыбку. ,0.31830767290541606,"Снова пошёл старик к морю, позвал золотую рыбку. ","A2, B1"
"Царевич взял жар-птицу, пошел за город, сел на коня златогривого вместе с прекрасной королевной Еленою и поехал в свое отечество, в государство царя Выслава Андроновича.",0.39453589071472656,"Получил Иван-царевич жар-птицу, и вместе с Еленой Прекрасной сели они на настоящего златогривого коня и поехали дальше. ","B1, B2"
— Прекрасная девица! ,0.26051363734632,"Видят, спит их брат, а рядом прекрасная девица, жар-птица и конь златогривый. ","B1, B2"
"Тогда Иван-царевич обещался царю Афрону королевну Елену Прекрасную достать, а сам пошел из палат его и горько заплакал.",0.27361356204228754,Превратился волк в Елену Прекрасную и пошёл к царю. ,"B1, B2"
Рассказал и Иван-царевич. ,0.2689908346785865,Рассказал Иван жене о новом задании отца,"A2, B1"
Встал старик с лавки и говорит:,0.33880762846731016,Вдруг старик говорит:,B1
"Как скоро довез серый волк Ивана-царевича до тех мест, где его коня разорвал, он остановился и сказал:",0.3391502727594795,"Доехали они до того места, где волк съел коня Ивана-царевича и стали прощаться. ","B1, B2"
Ложись-ка лучше спать-почивать: утро вечера мудренее!,0.7801213349973094,Ложись лучше спать: утро вечера мудренее!,"A2, B1"
"Стали братья над ним смеяться, а отец говорит:",0.8303514833501016,"Стали братья над ним смеяться, а отец сказал:","A2, B1"
"Старуха сидит под окошком, На чем свет стоит мужа ругает. ",0.18173191494117175,Во дворце за столом сидит его старуха. ,"A2, B1"
"Царевич взял жар-птицу, пошел за город, сел на коня златогривого вместе с прекрасной королевной Еленою и поехал в свое отечество, в государство царя Выслава Андроновича.",0.3517382800647001,"Серый Волк побежал по одной дороге, а Иван-царевич на златогривом коне вместе с королевной Еленой Прекрасной поехали по другой. ","B1, B2"
"Иван-царевич взял серого волка, пошел во дворец к царю Афрону, а прекрасной королевне Елене велел дожидаться за городом.",0.21539764274356918,"Понял Серый Волк, что не хочет Иван-царевич красавицу отдавать царю Афрону, и решил ему опять помочь. ","B1, B2"
"И вот, когда он набрал воды в проруби и хотел уже идти, увидел, как вдруг из проруби появилась щука. ",0.2110481340573947,Набрал он воды и увидел в ведре большую щуку. ,"B1, B2"
"В некотором было царстве, в некотором государстве был-жил царь, по имени Выслав Андронович. ",0.5068960390526285,В некотором государстве жил-был царь. ,"B1, B2"
"Вылепил старик носик, рот, подбородок. ",0.21804727623891035,"Сделал дед нос, рот, глаза. ","A1, A2"
Приглядел он хорошее деревце. ,0.357834189753681,"Пришёл старик в лес, увидел хорошее деревце и хотел срубить его. ",B1
"Иван-царевич сел на серого волка, и поехали они в путь. ",0.16289912793962674,Каждый поехал своей дорогой.,"B1, B2"
"Воротился старик ко старухе, Рассказал ей великое чудо. ",0.1929537506218717,"Поклонился старик, рассказал ей о новом желании старухи. ","A2, B1"
Царь и все гости диву дались. ,0.36072945000801515,Царь и все гости удивляются такой красоте. ,"A2, B1"
"Принял от Ивана-царевича, взглянул и сказал:",0.33595283518073304,Взял царь хлеб у Ивана-царевича и сказал:,"A2, B1"
Будет время — я тебе пригожусь.,0.6182163363987178,Я тебе пригожусь.,"A2, B1"
