source,cos_sim,target,level
"Толстого, «Август 1914» А.И. ",1.0,"Толстого, «Август 1914» А.И. ",C_to_B
"В связи с тем, что в период 1985-1991 гг. политическим и государственным лидером страны был М.С. ",0.8485593296697657,"В связи с тем, что в 1985-1991 гг. политическим и государственным лидером страны был М.С. ",C_to_B
"Фальком, И.И. ",0.9258280378796115,"Фальком, И.И. ",C_to_B
Режиссёр − Л.И. ,0.23300876964355793,И. ,C_to_B
Г. ,1.0,Г. ,C_to_B
"Шолохова, «Молодая гвардия» А.А. ",1.0,"Шолохова, «Молодая гвардия» А.А. ",C_to_B
Среди наиболее известных также циклы работ П.А. ,1.0000000000000002,Среди наиболее известных также циклы работ П.А. ,C_to_B
Варлей.,0.9999999999999998,Варлей.,C_to_B
"Самые известные произведения на тему Кавказа – стихотворения «Кавказ», «На холмах Грузии лежит ночная мгла…» А.С. ",0.9602897591758921,"Самые известные произведения на тему Кавказа – стихотворения «Кавказ», «На холмах Грузии лежит ночная мгла…» А.С. ",C_to_B
" Ах, Арбат, мой Арбат,",1.0000000000000002," Ах, Арбат, мой Арбат,",C_to_B
Сталинградская битва).,1.0,Сталинградская битва).,C_to_B
Ëлка в России − новогоднее дерево (см. ,0.9999999999999999,Ëлка в России − новогоднее дерево (см. ,C_to_B
 Москва… Как много в этом звуке,0.9999999999999999, Москва… Как много в этом звуке,C_to_B
"Широко известны и курортные комплексы Домбай в Карачаево-Черкессии, Приэльбрусье и Долина Нарзанов в Кабардино-Балкарии.",0.9999999999999994,"Широко известны и курортные комплексы Домбай в Карачаево-Черкессии, Приэльбрусье и Долина Нарзанов в Кабардино-Балкарии.",C_to_B
"Начали свою деятельность научные общества – Кавказская археографическая комиссия, Кавказский отдел Русского географического общества. ",0.9770330361539168,"Начали свою деятельность научные общества – Кавказская археографическая комиссия, Кавказский отдел Русского географического общества. ",C_to_B
Отсюда и название битвы. ,1.0000000000000002,Отсюда и название битвы. ,C_to_B
"Период, когда Горбачёв руководил страной, называют горбачёвская перестройка. ",1.0,"Период, когда Горбачёв руководил страной, называют горбачёвская перестройка. ",C_to_B
"Западная часть храма – притвор или трапезная, где совершаются некоторые богослужения, панихиды по умершим. ",0.6561183595980371,"Западная часть храма называется притвор – в нем совершаются некоторые богослужения, небольшие службы по умершим. ",C_to_B
"Агафонов, И.П. ",0.8366692247893683,"Агафонов, И. ",C_to_B
"Варламова «Не шей ты мне, матушка, красный сарафан», написанный в 1830-е гг. на слова Н.Г. ",0.7062614057483191,"До сих пор часто исполняется песня «Не шей ты мне, матушка, красный сарафан», написанная в 1830-е гг. ",C_to_B
Написана в 1956 г. к кинофильму «Дни спартакиады». ,0.9365723115678651,Написана в 1956 г. к кинофильму «Дни спартакиады». ,C_to_B
Символом праздничного рождественского стола были жареный поросёнок (см. свинья) или гусь с яблоками (см. яблоко).,0.9972378746991029,Символом праздничного рождественского стола были жареный поросёнок (см. свинья) или гусь с яблоками (см. яблоко). ,C_to_B
Роман «Отцы и дети» постоянно входит в школьную (см. школа) программу по русской литературе.,0.8273309047180608,Роман «Отцы и дети» включён в школьную (см. школа) программу по русской литературе.,C_to_B
"Интерьер отделан полудрагоценными камнями: малахитом, лазуритом, порфиром, мрамором разных оттенков, украшен мозаикой, росписью, бронзой и позолотой. ",0.9999999999999996,"Интерьер отделан полудрагоценными камнями: малахитом, лазуритом, порфиром, мрамором разных оттенков, украшен мозаикой, росписью, бронзой и позолотой. ",C_to_B
Получил домашнее образование в семье писателя Н.А. ,0.04038760262752115,Имя И.А. ,C_to_B
"В Бородинском сражении французы потеряли 58 тыс. человек, русские − 44 тыс. человек. ",1.0000000000000002,"В Бородинском сражении французы потеряли 58 тыс. человек, русские − 44 тыс. человек. ",C_to_B
"Михаил Илларионович Кутузов (Голенищев-Кутузов) родился 1745 г. в Петербурге, в семье сенатора, генерал-поручика в отставке. ",0.9724035716466511,"Михаил Илларионович Кутузов (Голенищев-Кутузов) родился 1745 г. в Петербурге, в семье сенатора, генерал-поручика в отставке. ",C_to_B
Арбузов написал пьесу «Иркутская история» о строителях ГЭС на Ангаре.  ,0.9999999999999999,Арбузов написал пьесу «Иркутская история» о строителях ГЭС на Ангаре.  ,C_to_B
"Художественный фильм, лирическая повесть.",1.0000000000000004,"Художественный фильм, лирическая повесть.",C_to_B
"Селёдкой под шубой называют вид закуски – селёдку, укрытую «шубой» из нескольких слоев измельченных вареных овощей с майонезом.",0.966038548298368,"Селёдкой под шубой называют вид закуски - селёдку, укрытую «шубой» из нескольких слоев измельченных вареных овощей с майонезом.",C_to_B
Мусоргского; опере «Князь Игорь» и 2-ой «Богатырской» симфонии А.П. ,0.9848180406937198,Мусоргского; опере «Князь Игорь» и 2-ой «Богатырской» симфонии А.П. ,C_to_B
"Их главные герои – представители русского купечества, чиновники, московские обыватели. ",1.0000000000000002,"Их главные герои – представители русского купечества, чиновники, московские обыватели. ",C_to_B
"В публицистической речи Первое мая называют Праздником весны, мира и труда.",1.0,"В публицистической речи Первое мая называют Праздником весны, мира и труда.",C_to_B
"Первые слова, которыми Баба-Яга встречает гостей: Русским духом пахнет… (сказка «Финист – ясный сокол»). ",0.9473431442708318,"Первые слова, которыми Баба-Яга встречает гостей: Русским духом пахнет… (например, сказка «Финист – ясный сокол»). ",C_to_B
Тема Отечественной войны 1812 г. на много лет стала одной из главных тем русского изобразительного искусства и литературы ХIХ в. ,0.9999999999999993,Тема Отечественной войны 1812 г. на много лет стала одной из главных тем русского изобразительного искусства и литературы ХIХ в. ,C_to_B
«Катюша» – одна из самых популярных советских массовых песен довоенных и военных лет (см. ,1.0,«Катюша» – одна из самых популярных советских массовых песен довоенных и военных лет (см. ,C_to_B
Васнецовым.,1.0,Васнецовым.,C_to_B
"История театра начинается с 1783 г., когда в Петербурге на Карусельной площади на месте маленького деревянного театра был построен Большой Каменный театр, где проходили представления русских и итальянских опер, а также ставились русские, французские и немецкие драматические спектакли.",0.8919190343577155,"История театра началась в 1783 г., когда в Петербурге на Карусельной площади был построен Большой Каменный театр, где проходили представления русских и итальянских опер, а также ставились русские, французские и немецкие драматические спектакли. ",C_to_B
Праздник продолжается обычно несколько часов или до утра.,1.0,Праздник продолжается обычно несколько часов или до утра.,C_to_B
Шолохову и героям его произведений.,0.9999999999999996,Шолохову и героям его произведений.,C_to_B
В середине 80-х гг. ,0.9999999999999998,В середине 80-х гг. ,C_to_B
"Пушкину («Зимняя дорога», «Зимний вечер», «Зимнее утро», «Бесы»), Н.А. ",0.9910440561993351,"Пушкину («Зимняя дорога», «Зимний вечер», «Зимнее утро», «Бесы»), Н.А. ",C_to_B
"Лермонтова («Люблю Россию я, но странною любовью…»); сравнение России с несущейся тройкой из поэмы  Н.В. ",0.9999999999999998,"Лермонтова («Люблю Россию я, но странною любовью…»); сравнение России с несущейся тройкой из поэмы  Н.В. ",C_to_B
"Нет такой темы из русской жизни, которая бы не была затронута Пушкиным в романе, поэтому современник поэта, литературный критик В.Г. ",0.7105553218823186,"В романе Пушкин затронул все стороны русской жизни, поэтому современник поэта, литературный критик В.Г. ",C_to_B
"В 1990 г. страна стала президентской республикой, Горбачёв был избран Президентом СССР. ",0.9499782046247138,"В 1990 г. страна стала президентской республикой, Горбачёв был избран Президентом СССР. ",C_to_B
"Рязанова, «Русский ковчег» А Н. ",0.7376140576602944,"Рязанова, «Русский ковчег» А.Н. ",C_to_B
В 1920−1930−х гг. ,1.0,В 1920−1930−х гг. ,C_to_B
"Есенина, стали издаваться переводы современных западных писателей. ",1.0000000000000007,"Есенина, стали издаваться переводы современных западных писателей. ",C_to_B
"Известный сорт сливочного масла, изначально производимый в Вологде, называется Вологодское. ",0.9999999999999994,"Известный сорт сливочного масла, изначально производимый в Вологде, называется Вологодское. ",C_to_B
В праздник Пасхи и всю пасхальную неделю православные русские люди приветствуют друг друга при встрече словами: «Христос воскресе!»,1.0000000000000002,В праздник Пасхи и всю пасхальную неделю православные русские люди приветствуют друг друга при встрече словами: «Христос воскресе!»,C_to_B
"В современном Курске работают три университета, другие высшие учебные заведения, три театра, много музеев, в том числе Музей Курской битвы, картинная галерея имени А. ",0.9933195257117928,"В современном Курске работают три университета, другие высшие учебные заведения, три театра, много музеев, в том числе Музей Курской битвы, картинная галерея имени А. ",C_to_B
"Гёте, введённым в эпиграф романа, «…вечно хочет зла и вечно совершает благо». ",0.8315536677037787,"Гёте из эпиграфа романа, «…вечно хочет зла и вечно совершает благо». ",C_to_B
"В разные исторические эпохи были популярны также лисьи (см. лиса) и беличьи (см. белка), заячьи (см. заяц) шубы (особенно женские).",0.9830974062046706,"В разные исторические эпохи были популярны также лисьи (см. лиса) и беличьи (см. белка), заячьи (см. заяц) шубы (особенно женские). .",C_to_B
"Жидкое горячее блюдо, суп из свëклы и других овощей.",1.0,"Жидкое горячее блюдо, суп из свëклы и других овощей.",C_to_B
Астрахань) ханства. ,1.0,Астрахань) ханства. ,C_to_B
Оринянского и Г.В. ,1.0000000000000004,Оринянского и Г.В. ,C_to_B
"Первую часть романа Толстой написал в эмиграции, вторую часть уже в Советской России к 10-летию Октябрьской революции 1917 г. ",0.9828304847315126,"Первую часть романа Толстой написал в эмиграции, вторую часть уже в советской России к 10-летию Октябрьской революции 1917 г. ",C_to_B
«Двенадцать стульев»).,0.9999999999999999,«Двенадцать стульев»).,C_to_B
"Менделеев был членом более 90 академий наук, научных обществ, университетов разных стран. ",0.9999999999999996,"Менделеев был членом более 90 академий наук, научных обществ, университетов разных стран. ",C_to_B
"На гранитной стене, расположенной позади центрального монумента «Родина-Мать», высечены строки ленинградской поэтессы Ольги Берггольц: Никто не забыт и ничто не забыто. ",0.9327708287648444,"На гранитной стене, расположенной позади центрального монумента «Родина−Мать», высечены строки ленинградской поэтессы Ольги Берггольц: Никто не забыт и ничто не забыто. ",C_to_B
Кипренского; «Поединок Пересвета и Челубея» М. ,0.9598013793985436,Кипренского; «Поединок Пересвета и Челубея» М.И. ,C_to_B
"Сталинградская битва явилась началом коренного перелома в ходе Великой Отечественной войны и всей Второй мировой войны, оказала большое влияние на развитие движения Сопротивления в странах, оккупированных фашистской Германией.",0.9701432031450699,"Сталинградская битва стала началом коренного перелома в ходе Великой Отечественной войны и всей Второй мировой войны, оказала большое влияние на развитие движения Сопротивления в странах, оккупированных фашистской Германией.",C_to_B
Уже в 70-х гг. ,0.9999999999999999,Уже в 70-х гг. ,C_to_B
Снят в 1968 г. на киностудии «Мосфильм». ,0.9999999999999998,Снят в 1968 г. на киностудии «Мосфильм». ,C_to_B
"С детства любил русские народные песни, учился играть на скрипке, пел в церковном (см. церковь) хоре, в качестве статиста участвовал в театральных представлениях. ",0.946536180462317,"С детства любил русские народные песни, учился играть на скрипке, пел в церковном (см. церковь) хоре, участвовал в театральных представлениях. ",C_to_B
"Вёдрами в старину определялся размер больших русских самоваров (см. самовар), которые могли быть, например, одноведëрными или трактирными двухведëрными. ",0.9584525065804358,"Вёдрами в старину определяли размер больших русских самоваров (см. самовар), которые могли быть, например, одноведëрными или двухведëрными. ",C_to_B
"С перенесением в 1712 г. столицы России в Петербург Москва сохранила значение второй, древней (старой, первопрестольной) столицы, так как в ней проходили интронизации патриархов, венчание на царство (вхождение на престол, или на трон) русских царей (см. царь) и императоров. ",0.9652645434823354,"С перенесением в 1712 г. столицы России в Петербург  Москва сохранила значение второй, древней (старой, первопрестольной) столицы, так как в ней проходили интронизации патриархов, венчание на царство (вхождение на престол, или на трон) русских царей (см. царь) и императоров. ",C_to_B
По одной из них Казань основана во второй половине ХIII в. как пограничная крепость на севере Волжской Булгарии; по другой – в 2005 г. городу исполнилось 1000 лет.,0.5267449033770317,"По одной из них,  Казань основана во второй половине ХIII в.; по другой – городу больше 1000 лет.",C_to_B
"Файнциммера, «Двенадцать стульев» М.А. ",0.9825683933773113,"Файнциммера, «Двенадцать стульев» М.А. ",C_to_B
С 1899 г. ,0.41636400549891894,"Мамонтова, а в 1899 г. стал ведущим солистом Большого театра. ",C_to_B
"Храм Василия Блаженного), Казанский собор, Лобное место – круглый каменный помост с парапетом, с которого в XVI-XVII вв. оглашались царские (см. царь) указы и распоряжения, и памятник К. ",0.7653920247838755,"Храм Василия Блаженного), Казанский собор, Лобное место, с которого в XVI-XVII вв. оглашались царские (см. царь) приказы,  памятник К. ",C_to_B
(см. оттепель). ,1.0,(см. оттепель). ,C_to_B
"Пожар, охвативший город, уничтожил запасы продовольствия, сгорело около 70 % домов. ",0.14859327267422445,"Патриотический подъём, охвативший общество, пробудил интерес ко всему отечественному, народному, к истории России. ",C_to_B
В живописнейшем уголке алтайских предгорий расположен курорт Белокуриха с его знаменитыми радоновыми ваннами.,0.9999999999999996,В живописнейшем уголке алтайских предгорий расположен курорт Белокуриха с его знаменитыми радоновыми ваннами.,C_to_B
Православный храм часто присутствует на городских пейзажах русских художников прошлого и современности («Московский дворик» В.Д. ,0.9673793422108877,Православный храм  часто присутствует на городских пейзажах русских художников прошлого и современности («Московский дворик» В.Д. ,C_to_B
В честь этого события в России с 2005 г. отмечается государственный праздник — День народного единства.,0.7873311175612624,В честь этого события в России с 2005 г. отмечается государственный праздник – День народного единства.,C_to_B
"В июне 1812 года полумиллионная армия Наполеона, возглавляемая императором Франции, перешла русскую границу. ",0.7152349493718582,В июне 1812 года полумиллионная армия Наполеона перешла границу России. ,C_to_B
В Древней Руси (см. ,1.0000000000000002,В Древней Руси (см. ,C_to_B
"художник побывал в Италии на раскопках античного города Помпеи, который был уничтожен в 79 г. н. э. во время извержения вулкана Везувий. ",1.0000000000000004,"художник побывал в Италии на раскопках античного города Помпеи, который был уничтожен в 79 г. н. э. во время извержения вулкана Везувий. ",C_to_B
М. ,1.0,М. ,C_to_B
"В 1818 г. окончил Морской кадетский корпус, служил на Балтийском флоте. ",0.9999999999999994,"В 1818 г. окончил Морской кадетский корпус, служил на Балтийском флоте. ",C_to_B
До 1918 г. галерея называлась Московской городской художественной галереей Третьяковых. ,0.9999999999999992,До 1918 г. галерея называлась Московской городской художественной галереей Третьяковых. ,C_to_B
"Здесь стали проводиться не только демонстрации, парады и народные гулянья, но и концерты. ",0.882222436533109,"Здесь проходят не только демонстрации, парады и народные гулянья, но и концерты. ",C_to_B
Из поморов по происхождению был великий русский учёный-энциклопедист М.В. ,0.9841224608396549,Из поморов по происхождению был великий русский учёный-энциклопедист М.В. ,C_to_B
Шаляпин.,0.9999999999999998,Шаляпин.,C_to_B
(см. перестройка) 1000-летие Крещения Руси отмечалось на государственном уровне по всей стране.,0.9999999999999994,(см. перестройка) 1000-летие Крещения Руси отмечалось на государственном уровне по всей стране.,C_to_B
"Достоевского, «Записок охотника» И.С. ",1.0,"Достоевского, «Записок охотника» И.С. ",C_to_B
Крамским (1873 г.) и Н.Н. ,1.0,Крамским (1873 г.) и Н.Н. ,C_to_B
Приключения Мурзилки и лесных человечков» с иллюстрациями художника Палмера Кокса. ,1.0000000000000002,Приключения Мурзилки и лесных человечков» с иллюстрациями художника Палмера Кокса. ,C_to_B
"От аббревиатуры МХАТ образовались слова мхатовец и мхатовцы (так называют актёров, творческая судьба которых связана с этим театром) и  мхатовский (мхатовские спектакли, мхатовские байки).",1.0000000000000002,"От аббревиатуры МХАТ образовались слова мхатовец и мхатовцы (так называют актёров, творческая судьба которых связана с этим театром) и  мхатовский (мхатовские спектакли, мхатовские байки).",C_to_B
"Центральной фигурой праздника была сама Масленица – кукла из соломы, которую сжигали в конце праздничной (масленичной) недели. ",1.0000000000000004,"Центральной фигурой праздника была сама Масленица – кукла из соломы, которую сжигали в конце праздничной (масленичной) недели. ",C_to_B
Имя Павла I носит его загородная резиденция г. ,0.9999999999999998,Имя Павла I носит его загородная резиденция г. ,C_to_B
Народное ополчение созывалось лишь по решению вече (народного собрания) или по призыву князя. ,0.9999999999999989,Народное ополчение созывалось лишь по решению вече (народного собрания) или по призыву князя. ,C_to_B
"Рериха, несколько горных пиков носят имена членов семьи Рерихов. ",1.0000000000000004,"Рериха, несколько горных пиков носят имена членов семьи Рерихов. ",C_to_B
Нерабочий день.,1.0,Нерабочий день.,C_to_B
"Кустодиева, Н.К. ",0.9102156137745107,"Кустодиева, Н.К. ",C_to_B
"Стихотворение вызвало неудовольствие властей, и поэт был выслан на Кавказ в действующую армию. ",0.8799363518490376,"Стихотворение вызвало неудовольствие властей, и поэт был отправлен  на Кавказ в действующую армию. ",C_to_B
"В коллекции музея находятся произведения крупнейших мастеров живописи, скульптуры, графики, декоративно-прикладного искусства: работы Боттичелли, Пуссена, Рубенса, Ван Дейка, Рембрандта, Яна Брейгеля Старшего, Лукаса Кранаха Старшего, произведения импрессионистов и постимпрессионистов: Ренуара, Сезанна, Клода Моне, Гогена, Ван Гога, а также мастеров ХХ века – Матисса, Пикассо и Шагала.",1.0000000000000002,"В коллекции музея находятся произведения крупнейших мастеров живописи, скульптуры, графики, декоративно-прикладного искусства: работы Боттичелли, Пуссена, Рубенса, Ван Дейка, Рембрандта, Яна Брейгеля Старшего, Лукаса Кранаха Старшего, произведения импрессионистов и постимпрессионистов: Ренуара, Сезанна, Клода Моне, Гогена, Ван Гога, а также мастеров ХХ века – Матисса, Пикассо и Шагала.",C_to_B
Шаганова «Атас!»,1.0000000000000002,Шаганова «Атас!»,C_to_B
"На Амуре расположены города: Благовещенск, Хабаровск, Комсомольск-на-Амуре и др. ",0.9999999999999999,"На Амуре расположены города: Благовещенск, Хабаровск, Комсомольск-на-Амуре и др. ",C_to_B
"Написанная в канун Революции 1905−1907 гг., она воспринималась как художественный отклик на состояние умов российской интеллигенции начала века. ",0.7866364141866061,"Она была написана в канун Революции 1905-1907 гг., поэтому воспринималась как художественный отклик на настроение российской интеллигенции начала века. ",C_to_B
"Главный герой романа Евгений Базаров – представитель новой разночинно-демократической интеллигенции 60-х гг., называющий себя нигилистом, то есть человеком, который отрицает основы современного ему общественного устройства, отвергает любые авторитеты, не признает восхищения искусством и красотами природы, объясняет человеческие чувства лишь с точки зрения физиологии. ",0.5601124456074505,"Он не признает восхищения искусством и красотой природы, объясняет человеческие чувства только с точки зрения физиологии. ",C_to_B
"Цитата из сказки Пушкина Не гонялся бы ты, поп, за дешевизной стала крылатым выражением. ",1.0000000000000004,"Цитата из сказки Пушкина Не гонялся бы ты, поп, за дешевизной стала крылатым выражением. ",C_to_B
"В устной речи слова собор, церковь  и храм часто используются как синонимы. ",0.9542261402239799,"В устной речи слова собор, церковь и храм часто используются как синонимы.",C_to_B
"В сентябре 1943 г. по согласованию с правительством страны был проведен Собор епископов, избравший Патриарха Московского и всея Руси.",0.9979246714534528,"В сентябре 1943 г. по согласованию с правительством страны был проведен Собор епископов, избравший Патриарха Московского и всея Руси. ",C_to_B
"Её протяжённость 1779 км, площадь бассейна 1040 тыс. кв. км, максимальная глубина – 4-6 м. ",0.9776685545806052,"Её протяженность 1779 км, площадь бассейна 1040 тыс. кв. км, максимальная глубина – 4-6 м. ",C_to_B
К этому времени в городе оставалось не более 550 тысяч жителей. ,0.9999999999999997,К этому времени в городе оставалось не более 550 тысяч жителей. ,C_to_B
В 1703 г. в устье Невы был основан город Санкт-Петербург (см. ,0.42074509584759184,В 1703 г. ,C_to_B
В невербальном поведении женщин шапка не играет сколько-нибудь существенной роли.,0.7399841632758455,В невербальном поведении женщин шапка не играет важной роли.,C_to_B
" У меня в Москве – колокола звонят,",1.0000000000000002," У меня в Москве – колокола звонят,",C_to_B
Созданы системы письменности для бесписьменных языков народов России. ,1.0000000000000002,Созданы системы письменности для бесписьменных языков народов России. ,C_to_B
"Пушкина, «Горе от ума» А.С. ",0.952797438437804,"Пушкина, «Горе от ума» А.С. ",C_to_B
"В разговорной речи словарь называют просто Далем, например, возможны такие выражения: это слово есть в Дале; надо посмотреть в Дале.",1.0000000000000004,"В разговорной речи словарь называют просто Далем, например, возможны такие выражения: это слово есть в Дале; надо посмотреть в Дале.",C_to_B
"Главной проблемой внешней политики России при Николае I оставался выход России к Средиземному морю, что послужило причиной начала Крымской войны 1853-1856 гг. ",0.9691927755887424,"Главной проблемой внешней политики России при Николае I оставался выход России к Средиземному морю, что послужило причиной начала Крымской войны 1853-1856 гг. ",C_to_B
"Состоит из трёх частей: «Сёстры», «1918 год» и «Хмурое утро». ",0.9999999999999999,"Состоит из трёх частей: «Сёстры», «1918 год» и «Хмурое утро». ",C_to_B
"В 1970 г. город включен в число заповедных российских городов, в которых сохраняется старинная планировка и застройка. ",0.9508914022752304,"В 1970 г. город включен в число заповедных российских городов, в которых сохраняется старинная планировка и застройка. ",C_to_B
Тогда же началась литературная деятельность Толстого. ,1.0000000000000002,Тогда же началась литературная деятельность Толстого. ,C_to_B
"В России традиционно праздновались и день рождения человека, и его именины. ",0.9999999999999998,"В России традиционно праздновались и день рождения человека, и его именины. ",C_to_B
Действие происходит в 60−е гг. ,0.9999999999999996,Действие происходит в 60−е гг. ,C_to_B
Брюс и П. ,1.0,Брюс и П. ,C_to_B
" Я от бабушки ушёл,",0.9999999999999998," Я от бабушки ушёл,",C_to_B
А.В. ,0.5433394300395961,В. ,C_to_B
"Здание не имеет выраженного главного фасада и рассчитано на всестороннее обозрение, на круговой обход. ",1.0,"Здание не имеет выраженного главного фасада и рассчитано на всестороннее обозрение, на круговой обход. ",C_to_B
"Во втором случае жених и невеста в свадебных нарядах (по традиции, жених – в строгом костюме, невеста в белом платье с фатой на голове) приезжают на регистрацию брака в сопровождении родственников и друзей, среди которых двое выполняют роль свидетелей, то есть людей, подтверждающих намерения и искренность вступающих в брак. ",0.5673463949146429,"Двое выполняют роль свидетелей, то есть подтверждают намерения и искренность вступающих в брак.",C_to_B
8 Марта и семейный праздник. ,1.0000000000000007,8 Марта и семейный праздник. ,C_to_B
"У Касьяна именины бывают всего один раз в 4 года, потому что Касьянов день приходится на 29 февраля.",0.9999999999999996,"У Касьяна именины бывают всего один раз в 4 года, потому что Касьянов день приходится на 29 февраля.",C_to_B
Ряды располагаются один над другим в строго иерархической последовательности. ,1.0,Ряды располагаются один над другим в строго иерархической последовательности. ,C_to_B
19 ноября 1942 г. ,1.0000000000000002,19 ноября 1942 г. ,C_to_B
"Был потомком выходца из Шотландии Джорджа Лермонта, переселившегося в Россию в ХVII в. ",0.49815737918717495,Он – потомок шотландца Джорджа Лермонта. ,C_to_B
"В современной русской разговорной речи можно услышать выражения: петь под Высоцкого; голос, как у Высоцкого (о сильном хриповатом голосе).",1.0,"В современной русской разговорной речи можно услышать выражения: петь под Высоцкого; голос, как у Высоцкого (о сильном хриповатом голосе).",C_to_B
"Владимир Ильич Ульянов родился 22 апреля 1870 г. в дворянской (см. дворянин) семье, получил юридическое образование. ",0.9653266834243682,"Владимир Ильич Ульянов родился 22 апреля 1870 г. в дворянской (см. дворянин) семье, получил юридическое образование. ",C_to_B
Влияние Чехова на их творчество признавали Дж. ,0.9999999999999999,Влияние Чехова на их творчество признавали Дж. ,C_to_B
Оно называлось Старый городок. ,1.0000000000000002,Оно называлось Старый городок. ,C_to_B
"Его родители, партийные работники, были репрессированы (см. ",0.4486100505932231,"Его родители были репрессированы, отец расстрелян. ",C_to_B
"Каждый год в день рождения поэта, 6 июня, любители творчества Пушкина собираются в Москве у его памятника на Пушкинской площади и читают стихи. ",1.0000000000000013,"Каждый год в день рождения поэта, 6 июня, любители творчества Пушкина собираются в Москве у его памятника на Пушкинской площади и читают стихи. ",C_to_B
"В 1890-е гг. художник испытывал влияние импрессионизма («Золотая осень», «Март», обе – 1895 г.). ",0.9078893877503634,"В 1890-е гг. художник испытывал влияние импрессионизма («Золотая осень», «Март», обе – 1895 г.). ",C_to_B
"У православных Пасха считается праздником праздников, главным событием года.",0.9999999999999999,"У православных Пасха считается праздником праздников, главным событием года.",C_to_B
Аксенова; художественные фильмы «Покаяние» Т.Е. ,0.9999999999999999,Аксенова; художественные фильмы «Покаяние» Т.Е. ,C_to_B
"Слава Тулы как города, где делают самовары, стала основанием для пословицы В Тулу со своим самоваром не ездят – не надо брать с собой то, чего и так много там, куда едешь, и возникшего на этой основе более распространенного фразеологизма – в Тулу со своим самоваром.",0.4518627079827464,Отсюда возник более распространённый фразеологизм - в Тулу со своим самоваром.,C_to_B
